chrom	start	end	feature_id	study_id	protocol
chr1	800000	6040000	chr1:800000-6040000	GSE84660	Hi-C
chr1	6480000	7600000	chr1:6480000-7600000	GSE84660	Hi-C
chr1	7960000	8360000	chr1:7960000-8360000	GSE84660	Hi-C
chr1	8360000	8880000	chr1:8360000-8880000	GSE84660	Hi-C
chr1	9280000	9480000	chr1:9280000-9480000	GSE84660	Hi-C
chr1	9720000	11000000	chr1:9720000-11000000	GSE84660	Hi-C
chr1	11000000	11920000	chr1:11000000-11920000	GSE84660	Hi-C
chr1	12040000	12680000	chr1:12040000-12680000	GSE84660	Hi-C
chr1	13320000	13840000	chr1:13320000-13840000	GSE84660	Hi-C
chr1	13960000	15520000	chr1:13960000-15520000	GSE84660	Hi-C
chr1	15520000	15760000	chr1:15520000-15760000	GSE84660	Hi-C
chr1	15760000	16560000	chr1:15760000-16560000	GSE84660	Hi-C
chr1	16960000	18880000	chr1:16960000-18880000	GSE84660	Hi-C
chr1	18880000	19080000	chr1:18880000-19080000	GSE84660	Hi-C
chr1	19080000	19240000	chr1:19080000-19240000	GSE84660	Hi-C
chr1	19320000	19680000	chr1:19320000-19680000	GSE84660	Hi-C
chr1	19880000	20480000	chr1:19880000-20480000	GSE84660	Hi-C
chr1	20680000	21200000	chr1:20680000-21200000	GSE84660	Hi-C
chr1	21200000	22960000	chr1:21200000-22960000	GSE84660	Hi-C
chr1	22960000	23680000	chr1:22960000-23680000	GSE84660	Hi-C
chr1	24040000	24640000	chr1:24040000-24640000	GSE84660	Hi-C
chr1	24880000	25240000	chr1:24880000-25240000	GSE84660	Hi-C
chr1	25320000	26480000	chr1:25320000-26480000	GSE84660	Hi-C
chr1	26520000	27640000	chr1:26520000-27640000	GSE84660	Hi-C
chr1	27800000	28520000	chr1:27800000-28520000	GSE84660	Hi-C
chr1	28680000	30920000	chr1:28680000-30920000	GSE84660	Hi-C
chr1	31160000	33080000	chr1:31160000-33080000	GSE84660	Hi-C
chr1	33080000	34840000	chr1:33080000-34840000	GSE84660	Hi-C
chr1	35160000	36080000	chr1:35160000-36080000	GSE84660	Hi-C
chr1	36080000	36320000	chr1:36080000-36320000	GSE84660	Hi-C
chr1	36480000	37440000	chr1:36480000-37440000	GSE84660	Hi-C
chr1	38000000	38840000	chr1:38000000-38840000	GSE84660	Hi-C
chr1	39080000	39760000	chr1:39080000-39760000	GSE84660	Hi-C
chr1	40040000	40440000	chr1:40040000-40440000	GSE84660	Hi-C
chr1	40560000	42040000	chr1:40560000-42040000	GSE84660	Hi-C
chr1	42160000	43480000	chr1:42160000-43480000	GSE84660	Hi-C
chr1	43720000	44000000	chr1:43720000-44000000	GSE84660	Hi-C
chr1	44040000	44720000	chr1:44040000-44720000	GSE84660	Hi-C
chr1	44760000	46000000	chr1:44760000-46000000	GSE84660	Hi-C
chr1	46000000	46400000	chr1:46000000-46400000	GSE84660	Hi-C
chr1	46400000	47160000	chr1:46400000-47160000	GSE84660	Hi-C
chr1	47400000	48080000	chr1:47400000-48080000	GSE84660	Hi-C
chr1	48240000	50360000	chr1:48240000-50360000	GSE84660	Hi-C
chr1	50360000	51320000	chr1:50360000-51320000	GSE84660	Hi-C
chr1	51360000	52000000	chr1:51360000-52000000	GSE84660	Hi-C
chr1	52040000	52360000	chr1:52040000-52360000	GSE84660	Hi-C
chr1	52360000	53240000	chr1:52360000-53240000	GSE84660	Hi-C
chr1	53400000	53680000	chr1:53400000-53680000	GSE84660	Hi-C
chr1	54120000	54880000	chr1:54120000-54880000	GSE84660	Hi-C
chr1	55040000	56800000	chr1:55040000-56800000	GSE84660	Hi-C
chr1	56800000	58480000	chr1:56800000-58480000	GSE84660	Hi-C
chr1	58480000	59840000	chr1:58480000-59840000	GSE84660	Hi-C
chr1	59960000	60840000	chr1:59960000-60840000	GSE84660	Hi-C
chr1	60960000	62160000	chr1:60960000-62160000	GSE84660	Hi-C
chr1	62160000	62440000	chr1:62160000-62440000	GSE84660	Hi-C
chr1	62440000	62800000	chr1:62440000-62800000	GSE84660	Hi-C
chr1	62800000	63320000	chr1:62800000-63320000	GSE84660	Hi-C
chr1	63560000	64240000	chr1:63560000-64240000	GSE84660	Hi-C
chr1	64280000	65000000	chr1:64280000-65000000	GSE84660	Hi-C
chr1	65040000	65720000	chr1:65040000-65720000	GSE84660	Hi-C
chr1	65920000	67160000	chr1:65920000-67160000	GSE84660	Hi-C
chr1	67240000	67520000	chr1:67240000-67520000	GSE84660	Hi-C
chr1	67520000	67800000	chr1:67520000-67800000	GSE84660	Hi-C
chr1	67840000	68080000	chr1:67840000-68080000	GSE84660	Hi-C
chr1	68120000	68400000	chr1:68120000-68400000	GSE84660	Hi-C
chr1	68440000	70520000	chr1:68440000-70520000	GSE84660	Hi-C
chr1	70600000	71080000	chr1:70600000-71080000	GSE84660	Hi-C
chr1	71080000	74720000	chr1:71080000-74720000	GSE84660	Hi-C
chr1	74760000	75240000	chr1:74760000-75240000	GSE84660	Hi-C
chr1	75240000	75680000	chr1:75240000-75680000	GSE84660	Hi-C
chr1	75880000	78120000	chr1:75880000-78120000	GSE84660	Hi-C
chr1	78120000	78680000	chr1:78120000-78680000	GSE84660	Hi-C
chr1	78680000	80200000	chr1:78680000-80200000	GSE84660	Hi-C
chr1	80200000	81480000	chr1:80200000-81480000	GSE84660	Hi-C
chr1	81520000	81800000	chr1:81520000-81800000	GSE84660	Hi-C
chr1	81840000	83880000	chr1:81840000-83880000	GSE84660	Hi-C
chr1	83880000	84440000	chr1:83880000-84440000	GSE84660	Hi-C
chr1	84440000	84960000	chr1:84440000-84960000	GSE84660	Hi-C
chr1	84960000	85280000	chr1:84960000-85280000	GSE84660	Hi-C
chr1	85280000	86360000	chr1:85280000-86360000	GSE84660	Hi-C
chr1	86360000	86760000	chr1:86360000-86760000	GSE84660	Hi-C
chr1	86840000	87040000	chr1:86840000-87040000	GSE84660	Hi-C
chr1	87120000	88880000	chr1:87120000-88880000	GSE84660	Hi-C
chr1	88920000	89480000	chr1:88920000-89480000	GSE84660	Hi-C
chr1	89480000	90040000	chr1:89480000-90040000	GSE84660	Hi-C
chr1	90040000	91280000	chr1:90040000-91280000	GSE84660	Hi-C
chr1	91480000	91960000	chr1:91480000-91960000	GSE84660	Hi-C
chr1	91960000	92720000	chr1:91960000-92720000	GSE84660	Hi-C
chr1	92840000	93920000	chr1:92840000-93920000	GSE84660	Hi-C
chr1	93920000	94440000	chr1:93920000-94440000	GSE84660	Hi-C
chr1	94520000	94840000	chr1:94520000-94840000	GSE84660	Hi-C
chr1	94840000	95040000	chr1:94840000-95040000	GSE84660	Hi-C
chr1	95120000	96840000	chr1:95120000-96840000	GSE84660	Hi-C
chr1	96920000	98560000	chr1:96920000-98560000	GSE84660	Hi-C
chr1	98760000	99160000	chr1:98760000-99160000	GSE84660	Hi-C
chr1	99160000	99760000	chr1:99160000-99760000	GSE84660	Hi-C
chr1	99760000	100880000	chr1:99760000-100880000	GSE84660	Hi-C
chr1	100920000	101360000	chr1:100920000-101360000	GSE84660	Hi-C
chr1	101360000	103640000	chr1:101360000-103640000	GSE84660	Hi-C
chr1	103760000	105800000	chr1:103760000-105800000	GSE84660	Hi-C
chr1	105960000	107200000	chr1:105960000-107200000	GSE84660	Hi-C
chr1	107200000	107760000	chr1:107200000-107760000	GSE84660	Hi-C
chr1	107760000	108240000	chr1:107760000-108240000	GSE84660	Hi-C
chr1	108680000	109480000	chr1:108680000-109480000	GSE84660	Hi-C
chr1	109640000	110040000	chr1:109640000-110040000	GSE84660	Hi-C
chr1	110040000	110520000	chr1:110040000-110520000	GSE84660	Hi-C
chr1	110520000	111440000	chr1:110520000-111440000	GSE84660	Hi-C
chr1	111440000	111800000	chr1:111440000-111800000	GSE84660	Hi-C
chr1	111800000	112400000	chr1:111800000-112400000	GSE84660	Hi-C
chr1	112400000	112680000	chr1:112400000-112680000	GSE84660	Hi-C
chr1	112720000	113080000	chr1:112720000-113080000	GSE84660	Hi-C
chr1	113080000	113760000	chr1:113080000-113760000	GSE84660	Hi-C
chr1	113760000	114320000	chr1:113760000-114320000	GSE84660	Hi-C
chr1	114560000	114760000	chr1:114560000-114760000	GSE84660	Hi-C
chr1	115120000	116080000	chr1:115120000-116080000	GSE84660	Hi-C
chr1	116160000	116560000	chr1:116160000-116560000	GSE84660	Hi-C
chr1	116560000	117080000	chr1:116560000-117080000	GSE84660	Hi-C
chr1	117160000	117960000	chr1:117160000-117960000	GSE84660	Hi-C
chr1	118000000	121640000	chr1:118000000-121640000	GSE84660	Hi-C
chr1	124920000	125160000	chr1:124920000-125160000	GSE84660	Hi-C
chr1	145480000	146080000	chr1:145480000-146080000	GSE84660	Hi-C
chr1	146400000	148040000	chr1:146400000-148040000	GSE84660	Hi-C
chr1	149800000	150240000	chr1:149800000-150240000	GSE84660	Hi-C
chr1	150240000	151040000	chr1:150240000-151040000	GSE84660	Hi-C
chr1	151280000	151880000	chr1:151280000-151880000	GSE84660	Hi-C
chr1	151880000	152040000	chr1:151880000-152040000	GSE84660	Hi-C
chr1	152040000	152480000	chr1:152040000-152480000	GSE84660	Hi-C
chr1	152480000	153520000	chr1:152480000-153520000	GSE84660	Hi-C
chr1	153800000	154000000	chr1:153800000-154000000	GSE84660	Hi-C
chr1	154480000	155200000	chr1:154480000-155200000	GSE84660	Hi-C
chr1	155200000	155760000	chr1:155200000-155760000	GSE84660	Hi-C
chr1	156080000	156360000	chr1:156080000-156360000	GSE84660	Hi-C
chr1	156680000	157520000	chr1:156680000-157520000	GSE84660	Hi-C
chr1	157560000	158160000	chr1:157560000-158160000	GSE84660	Hi-C
chr1	158200000	159120000	chr1:158200000-159120000	GSE84660	Hi-C
chr1	159120000	160080000	chr1:159120000-160080000	GSE84660	Hi-C
chr1	160080000	161440000	chr1:160080000-161440000	GSE84660	Hi-C
chr1	161440000	162800000	chr1:161440000-162800000	GSE84660	Hi-C
chr1	162800000	163320000	chr1:162800000-163320000	GSE84660	Hi-C
chr1	163360000	165080000	chr1:163360000-165080000	GSE84660	Hi-C
chr1	165120000	165360000	chr1:165120000-165360000	GSE84660	Hi-C
chr1	165360000	165600000	chr1:165360000-165600000	GSE84660	Hi-C
chr1	165600000	165920000	chr1:165600000-165920000	GSE84660	Hi-C
chr1	166040000	166840000	chr1:166040000-166840000	GSE84660	Hi-C
chr1	166880000	167600000	chr1:166880000-167600000	GSE84660	Hi-C
chr1	167720000	168080000	chr1:167720000-168080000	GSE84660	Hi-C
chr1	168200000	169400000	chr1:168200000-169400000	GSE84660	Hi-C
chr1	169400000	169880000	chr1:169400000-169880000	GSE84660	Hi-C
chr1	169880000	171480000	chr1:169880000-171480000	GSE84660	Hi-C
chr1	171480000	172000000	chr1:171480000-172000000	GSE84660	Hi-C
chr1	172000000	172440000	chr1:172000000-172440000	GSE84660	Hi-C
chr1	172440000	172720000	chr1:172440000-172720000	GSE84660	Hi-C
chr1	172720000	173400000	chr1:172720000-173400000	GSE84660	Hi-C
chr1	173400000	174240000	chr1:173400000-174240000	GSE84660	Hi-C
chr1	174240000	175040000	chr1:174240000-175040000	GSE84660	Hi-C
chr1	175040000	175880000	chr1:175040000-175880000	GSE84660	Hi-C
chr1	176280000	176880000	chr1:176280000-176880000	GSE84660	Hi-C
chr1	176880000	177960000	chr1:176880000-177960000	GSE84660	Hi-C
chr1	177960000	178520000	chr1:177960000-178520000	GSE84660	Hi-C
chr1	178520000	179080000	chr1:178520000-179080000	GSE84660	Hi-C
chr1	179080000	179400000	chr1:179080000-179400000	GSE84660	Hi-C
chr1	179840000	180200000	chr1:179840000-180200000	GSE84660	Hi-C
chr1	180200000	180480000	chr1:180200000-180480000	GSE84660	Hi-C
chr1	180480000	181200000	chr1:180480000-181200000	GSE84660	Hi-C
chr1	181200000	182040000	chr1:181200000-182040000	GSE84660	Hi-C
